taxpayer_id,taxpayer_name,sector,region,annual_revenue_usd,late_filings_last_12m,fiscal_device_uptime_pct,vat_to_sales_ratio,outstanding_debt_zig,previous_audit_violations,prediction_score
ZIM-TEST-300953,Tatenda Ndlovu,Tourism,Midlands,93431.65,1,91.35,0.136,1989.87,0,0.0
ZIM-TEST-300954,Blessing Gara,Tourism,Manicaland,67720.13,0,77.27,0.1295,3614.78,0,0.0
ZIM-TEST-300955,Tatenda Zhou,Agriculture,Manicaland,150511.62,6,76.74,0.1556,20141.47,0,74.0
ZIM-TEST-300956,Nyasha Mapfumo,Retail,Bulawayo,69088.02,4,72.4,0.1282,920.27,0,90.0
ZIM-TEST-300957,Shingai Zhou,Retail,Manicaland,145531.55,2,96.55,0.1057,5273.1,2,0.0
ZIM-TEST-300958,Blessing Ndlovu,Retail,Harare,53071.32,2,98.14,0.1281,5881.52,1,0.0
ZIM-TEST-300959,Thandiwe Zhou,Agriculture,Harare,32528.54,1,70.21,0.1164,5465.82,0,3.0
ZIM-TEST-300960,Nyasha Gara,Retail,Mash West,158493.73,0,99.14,0.1193,11597.21,1,0.0
ZIM-TEST-300961,Nyasha Ndlovu,Tourism,Bulawayo,18367.95,1,78.22,0.1193,4051.71,2,0.0
ZIM-TEST-300962,Nomsa Musoni,Agriculture,Midlands,56991.55,0,82.3,0.1306,1448.51,0,0.0
ZIM-TEST-300963,Tinashe Mapfumo,Tourism,Bulawayo,241681.26,2,75.96,0.1108,12766.32,0,0.0
ZIM-TEST-300964,Kumbirai Mpofu,Mining,Manicaland,87473.85,3,73.9,0.1164,8143.57,1,0.0
ZIM-TEST-300965,Shingai Ndlovu,Retail,Midlands,59310.58,0,93.24,0.1501,1303.16,2,0.0
ZIM-TEST-300966,Tinashe Moyo,Mining,Masvingo,76218.43,2,82.09,0.1358,6383.07,0,0.0
ZIM-TEST-300967,Nomsa Musoni,Agriculture,Midlands,41062.67,2,95.33,0.1292,1324.24,0,0.0
ZIM-TEST-300968,Kumbirai Ndlovu,Agriculture,Masvingo,100480.74,0,71.17,0.1153,14377.1,0,1.0
ZIM-TEST-300969,Tinashe Dube,Tourism,Mash West,105604.43,1,74.52,0.1394,2786.75,0,0.0
ZIM-TEST-300970,Farai Chirau,Retail,Bulawayo,72198.06,0,82.78,0.1323,2714.03,2,0.0
ZIM-TEST-300971,Thandiwe Gara,Manufacturing,Manicaland,49473.57,3,80.61,0.1297,13328.07,0,0.0
ZIM-TEST-300972,Tatenda Dube,Mining,Masvingo,192306.91,0,82.25,0.1573,4721.44,0,0.0
ZIM-TEST-300973,Shingai Dube,Tourism,Harare,141124.83,1,99.4,0.1007,6224.81,0,0.0
ZIM-TEST-300974,Sekai Gara,Tourism,Masvingo,42536.71,1,81.74,0.1565,10562.17,0,0.0
ZIM-TEST-300975,Sekai Zhou,Agriculture,Bulawayo,140080.22,5,75.38,0.1415,7480.37,2,83.0
ZIM-TEST-300976,Takudzwa Mpofu,Manufacturing,Midlands,263997.69,2,97.1,0.103,5197.32,0,1.0
ZIM-TEST-300977,Blessing Mapfumo,Agriculture,Harare,125229.43,3,99.27,0.1548,5430.91,0,0.0
ZIM-TEST-300978,Sekai Chigumba,Manufacturing,Midlands,31824.18,0,72.65,0.1156,19871.11,0,0.0
ZIM-TEST-300979,Nomsa Ndlovu,Manufacturing,Mash West,148834.24,3,98.28,0.1268,12496.89,0,0.0
ZIM-TEST-300980,Ruvimbo Chigumba,Retail,Midlands,85315.16,1,97.31,0.1471,37126.39,1,0.0
ZIM-TEST-300981,Kumbirai Marange,Manufacturing,Manicaland,61796.42,1,97.38,0.1222,305.72,0,0.0
ZIM-TEST-300982,Tendai Chigumba,Services,Mash West,43512.31,2,92.12,0.1528,617.89,0,0.0
ZIM-TEST-300983,Tatenda Marange,Services,Harare,72786.01,0,80.94,0.1348,542.84,0,0.0
ZIM-TEST-300984,Chipo Marange,Retail,Manicaland,17731.38,0,90.54,0.1135,14549.88,0,0.0
ZIM-TEST-300985,Nomsa Gara,Services,Masvingo,85614.58,2,70.09,0.1271,31749.03,2,3.0
ZIM-TEST-300986,Sekai Mpofu,Agriculture,Harare,23495.62,2,85.07,0.1304,6959.02,0,0.0
ZIM-TEST-300987,Nomsa Zhou,Manufacturing,Manicaland,99018.97,0,74.89,0.1438,1574.5,0,0.0
ZIM-TEST-300988,Tendai Sibanda,Retail,Mash West,40391.61,2,75.23,0.1555,2754.76,0,0.0
ZIM-TEST-300989,Sekai Ndlovu,Mining,Bulawayo,60387.31,3,82.03,0.1178,9525.7,1,0.0
ZIM-TEST-300990,Thandiwe Mutasa,Manufacturing,Bulawayo,202342.64,1,84.92,0.1524,12295.3,2,0.0
ZIM-TEST-300991,Blessing Musoni,Agriculture,Mash West,201809.48,4,90.95,0.127,10141.81,0,2.0
ZIM-TEST-300992,Nyasha Chigumba,Retail,Manicaland,138212.81,0,86.48,0.1262,10105.93,0,0.0
ZIM-TEST-300993,Shingai Ncube,Mining,Midlands,128480.61,1,84.45,0.1314,10679.72,1,0.0
ZIM-TEST-300994,Tatenda Musoni,Agriculture,Midlands,127578.35,0,70.58,0.1137,26646.47,2,2.0
ZIM-TEST-300995,Shingai Mutasa,Agriculture,Manicaland,40963.54,1,74.37,0.1285,1045.87,0,0.0
ZIM-TEST-300996,Nyasha Dube,Mining,Manicaland,142805.43,2,96.93,0.1403,5994.57,0,1.0
ZIM-TEST-300997,Kumbirai Sibanda,Mining,Bulawayo,131939.27,0,85.87,0.1291,4815.1,0,0.0
ZIM-TEST-300998,Shingai Chigumba,Mining,Harare,63593.07,1,87.47,0.1079,31576.78,0,0.0
ZIM-TEST-300999,Farai Zhou,Agriculture,Manicaland,53290.39,1,83.65,0.126,17128.34,0,1.0
ZIM-TEST-301000,Shingai Dube,Tourism,Manicaland,133438.59,2,95.77,0.1359,8429.43,1,0.0
ZIM-TEST-301001,Blessing Ncube,Services,Midlands,147915.61,0,86.39,0.1066,1850.7,0,0.0
ZIM-TEST-301002,Thandiwe Moyo,Agriculture,Masvingo,88801.72,1,85.27,0.1221,9395.91,0,0.0
ZIM-TEST-301003,Farai Mutasa,Mining,Manicaland,235658.79,1,78.47,0.1162,3525.39,0,0.0
ZIM-TEST-301004,Nyasha Marange,Services,Midlands,78418.47,0,86.19,0.1539,2560.27,3,0.0
ZIM-TEST-301005,Thandiwe Mutasa,Tourism,Bulawayo,72001.26,1,95.93,0.1502,9547.16,0,0.0
ZIM-TEST-301006,Farai Ndlovu,Retail,Midlands,54404.11,1,76.73,0.124,35037.11,0,0.0
ZIM-TEST-301007,Ruvimbo Mutasa,Agriculture,Manicaland,138255.57,3,82.65,0.1457,20395.74,0,0.0
ZIM-TEST-301008,Tatenda Dube,Services,Mash West,72023.38,1,73.78,0.1573,3820.87,0,0.0
ZIM-TEST-301009,Chipo Musoni,Mining,Manicaland,80805.98,2,81.69,0.1393,2180.4,2,0.0
ZIM-TEST-301010,Farai Zhou,Mining,Harare,23889.73,2,70.21,0.1302,2610.96,0,1.0
ZIM-TEST-301011,Tinashe Sibanda,Retail,Masvingo,146120.42,1,97.92,0.1583,5325.77,0,0.0
ZIM-TEST-301012,Thandiwe Dube,Manufacturing,Harare,5006.56,1,81.21,0.1551,379.51,0,0.0
ZIM-TEST-301013,Blessing Chirau,Services,Midlands,93696.75,2,85.92,0.116,18648.47,0,0.0
ZIM-TEST-301014,Sekai Dube,Mining,Midlands,62132.03,3,90.09,0.1495,18294.66,0,0.0
ZIM-TEST-301015,Sekai Ncube,Manufacturing,Harare,5540.82,3,78.68,0.136,8203.46,0,0.0
ZIM-TEST-301016,Thandiwe Mpofu,Mining,Manicaland,57198.95,2,97.05,0.1267,13067.63,0,0.0
ZIM-TEST-301017,Nomsa Gara,Agriculture,Mash West,51794.94,1,85.15,0.1293,9216.89,1,0.0
ZIM-TEST-301018,Nyasha Moyo,Mining,Bulawayo,181919.89,2,90.52,0.1476,1620.25,1,0.0
ZIM-TEST-301019,Nomsa Chigumba,Retail,Bulawayo,38807.41,1,87.37,0.1457,42103.12,0,0.0
ZIM-TEST-301020,Chipo Mpofu,Manufacturing,Mash West,124576.25,2,87.35,0.1246,19773.06,2,0.0
ZIM-TEST-301021,Farai Mapfumo,Agriculture,Mash West,83580.08,2,92.55,0.1359,12570.17,0,0.0
ZIM-TEST-301022,Thandiwe Gara,Agriculture,Masvingo,161744.67,2,91.4,0.1049,8270.33,1,0.0
ZIM-TEST-301023,Chipo Gara,Tourism,Mash West,111992.93,0,90.98,0.1499,13413.33,0,0.0
ZIM-TEST-301024,Sekai Marange,Agriculture,Midlands,137033.91,4,91.39,0.1543,6452.81,0,0.0
ZIM-TEST-301025,Tendai Dube,Services,Mash West,106527.48,2,96.8,0.1122,7387.64,0,0.0
ZIM-TEST-301026,Blessing Gara,Agriculture,Harare,85635.52,1,85.77,0.1073,5593.5,0,0.0
ZIM-TEST-301027,Chipo Mapfumo,Agriculture,Masvingo,130499.8,2,87.45,0.1296,17901.13,0,0.0
ZIM-TEST-301028,Tinashe Dube,Agriculture,Masvingo,225366.37,1,83.18,0.1129,26283.77,1,0.0
ZIM-TEST-301029,Ruvimbo Chirau,Retail,Masvingo,23744.54,2,85.86,0.11,1015.19,0,0.0
ZIM-TEST-301030,Chipo Chirau,Agriculture,Mash West,17980.81,2,93.2,0.1438,1270.01,0,0.0
ZIM-TEST-301031,Tendai Ncube,Mining,Manicaland,108253.17,0,82.4,0.1003,88.24,0,0.0
ZIM-TEST-301032,Farai Dube,Retail,Bulawayo,47710.64,1,82.99,0.1142,18746.58,0,0.0
ZIM-TEST-301033,Shingai Mapfumo,Manufacturing,Bulawayo,131016.11,1,75.41,0.1481,16498.5,1,0.0
ZIM-TEST-301034,Takudzwa Zhou,Services,Bulawayo,59936.16,0,76.11,0.105,10089.91,1,0.0
ZIM-TEST-301035,Thandiwe Gumbo,Services,Masvingo,58692.34,0,87.96,0.1102,1993.65,0,0.0
ZIM-TEST-301036,Farai Gara,Services,Manicaland,57364.64,0,97.81,0.1325,4345.87,0,0.0
ZIM-TEST-301037,Shingai Ncube,Services,Mash West,47605.97,2,87.91,0.112,5948.4,1,0.0
ZIM-TEST-301038,Kumbirai Musoni,Mining,Midlands,69396.01,1,94.99,0.1484,7716.85,0,0.0
ZIM-TEST-301039,Chipo Sibanda,Tourism,Masvingo,44949.63,1,71.69,0.1548,2521.99,0,2.0
ZIM-TEST-301040,Thandiwe Zhou,Manufacturing,Bulawayo,49905.29,1,84.42,0.1339,7976.21,0,0.0
ZIM-TEST-301041,Munyaradzi Chirau,Services,Masvingo,14285.09,4,82.36,0.1187,11455.24,0,0.0
ZIM-TEST-301042,Farai Mpofu,Agriculture,Manicaland,162536.19,1,81.85,0.1588,3765.67,1,0.0
ZIM-TEST-301043,Tatenda Mutasa,Services,Midlands,124928.27,1,99.03,0.1179,197.4,0,0.0
ZIM-TEST-301044,Shingai Dube,Services,Harare,48936.92,4,73.12,0.1179,3048.04,2,94.0
ZIM-TEST-301045,Ruvimbo Musoni,Services,Harare,56658.61,2,71.06,0.1437,1528.61,0,1.0
ZIM-TEST-301046,Blessing Marange,Mining,Midlands,98691.08,1,81.96,0.1038,16231.26,0,0.0
ZIM-TEST-301047,Shingai Moyo,Services,Bulawayo,150480.27,0,77.14,0.1371,20507.94,0,0.0
ZIM-TEST-301048,Tendai Mapfumo,Manufacturing,Harare,32751.08,1,71.03,0.1306,16740.41,0,2.0
ZIM-TEST-301049,Tatenda Chigumba,Mining,Manicaland,94995.27,1,90.43,0.1195,156.7,2,0.0
ZIM-TEST-301050,Thandiwe Gara,Mining,Masvingo,36247.31,2,87.71,0.153,2869.66,0,0.0
ZIM-TEST-301051,Takudzwa Gara,Services,Manicaland,55851.9,1,98.42,0.1266,18109.92,0,0.0
ZIM-TEST-301052,Ruvimbo Musoni,Mining,Midlands,53548.28,1,92.05,0.1025,12104.22,1,0.0
ZIM-TEST-301053,Takudzwa Mutasa,Retail,Mash West,154233.78,2,83.83,0.1374,277.94,0,0.0
ZIM-TEST-301054,Blessing Ndlovu,Manufacturing,Manicaland,268265.53,1,71.08,0.1041,21728.06,0,1.0
ZIM-TEST-301055,Munyaradzi Sibanda,Mining,Masvingo,59447.76,1,86.13,0.1062,4306.24,0,0.0
ZIM-TEST-301056,Tatenda Zhou,Mining,Manicaland,78892.97,1,86.15,0.133,3180.18,0,0.0
ZIM-TEST-301057,Takudzwa Mutasa,Services,Manicaland,100853.84,2,81.89,0.1092,1878.84,0,0.0
ZIM-TEST-301058,Ruvimbo Mutasa,Retail,Midlands,162689.08,1,88.38,0.1507,2691.28,0,0.0
ZIM-TEST-301059,Nyasha Gara,Agriculture,Midlands,60993.78,0,97.4,0.1339,2976.59,0,0.0
ZIM-TEST-301060,Chipo Dube,Retail,Midlands,64056.74,0,91.94,0.1384,4349.12,0,0.0
ZIM-TEST-301061,Sekai Mpofu,Tourism,Manicaland,247959.19,2,85.82,0.1057,25509.66,1,0.0
ZIM-TEST-301062,Tatenda Moyo,Tourism,Mash West,6924.21,3,86.78,0.134,7283.02,0,0.0
ZIM-TEST-301063,Tinashe Sibanda,Services,Harare,160018.37,0,92.99,0.1072,4344.88,0,0.0
ZIM-TEST-301064,Tatenda Zhou,Tourism,Manicaland,39867.04,2,73.97,0.16,654.8,0,0.0
ZIM-TEST-301065,Blessing Ndlovu,Services,Bulawayo,45755.36,2,87.49,0.124,2705.42,3,0.0
ZIM-TEST-301066,Blessing Zhou,Mining,Harare,4478.41,1,80.02,0.1433,4734.09,0,0.0
ZIM-TEST-301067,Farai Chirau,Agriculture,Bulawayo,241554.94,1,74.79,0.1292,2050.74,0,0.0
ZIM-TEST-301068,Sekai Chirau,Tourism,Manicaland,152344.51,3,94.32,0.1187,4579.65,0,0.0
ZIM-TEST-301069,Ruvimbo Ncube,Agriculture,Harare,50541.47,1,83.05,0.1544,25724.73,1,0.0
ZIM-TEST-301070,Nyasha Dube,Services,Manicaland,288781.4,1,94.62,0.1418,6716.34,0,0.0
ZIM-TEST-301071,Tendai Musoni,Mining,Midlands,219401.8,2,84.71,0.1134,775.67,0,0.0
ZIM-TEST-301072,Farai Chigumba,Agriculture,Bulawayo,20513.72,1,70.47,0.1188,24509.35,3,4.0
ZIM-TEST-301073,Kumbirai Mutasa,Retail,Midlands,128891.22,3,71.38,0.1053,2827.88,0,87.0
ZIM-TEST-301074,Nyasha Marange,Retail,Mash West,42576.82,4,99.04,0.1466,5873.88,0,2.0
ZIM-TEST-301075,Nyasha Zhou,Agriculture,Manicaland,96086.55,3,98.89,0.1416,14529.95,0,0.0
ZIM-TEST-301076,Nomsa Ncube,Agriculture,Harare,129274.79,3,84.0,0.129,30.08,2,0.0
ZIM-TEST-301077,Tinashe Sibanda,Tourism,Bulawayo,51947.79,0,79.17,0.1432,6391.21,1,0.0
ZIM-TEST-301078,Tendai Gara,Mining,Harare,84502.0,1,88.86,0.1053,31721.44,0,0.0
ZIM-TEST-301079,Farai Mutasa,Retail,Mash West,150235.95,2,93.92,0.102,13116.56,0,0.0
ZIM-TEST-301080,Tendai Zhou,Mining,Bulawayo,65834.94,2,83.75,0.1544,3830.99,0,0.0
ZIM-TEST-301081,Tatenda Chirau,Retail,Harare,15479.19,1,97.61,0.1557,18799.85,0,0.0
ZIM-TEST-301082,Munyaradzi Ncube,Agriculture,Harare,37882.54,0,96.2,0.1435,3212.35,0,0.0
ZIM-TEST-301083,Tinashe Gara,Tourism,Mash West,56615.48,1,82.78,0.1,4370.55,0,0.0
ZIM-TEST-301084,Tendai Ndlovu,Retail,Midlands,129200.38,3,81.97,0.1021,2729.77,0,0.0
ZIM-TEST-301085,Kumbirai Gumbo,Mining,Harare,170028.64,3,90.7,0.1509,15813.91,0,0.0
ZIM-TEST-301086,Blessing Ndlovu,Manufacturing,Manicaland,51285.68,1,90.61,0.1337,22119.01,2,0.0
ZIM-TEST-301087,Tatenda Mutasa,Tourism,Manicaland,25869.26,1,76.84,0.1182,2370.66,0,0.0
ZIM-TEST-301088,Chipo Chigumba,Agriculture,Harare,10983.76,3,75.89,0.1017,1900.27,1,2.0
ZIM-TEST-301089,Ruvimbo Gara,Services,Bulawayo,84620.5,0,78.87,0.1276,30054.94,0,0.0
ZIM-TEST-301090,Tinashe Chirau,Manufacturing,Harare,99324.21,1,72.93,0.1245,28562.65,1,1.0
ZIM-TEST-301091,Farai Zhou,Manufacturing,Masvingo,14491.57,0,86.25,0.1585,15402.11,0,0.0
ZIM-TEST-301092,Nomsa Gara,Services,Midlands,273974.26,1,70.22,0.1461,5794.67,0,3.0
ZIM-TEST-301093,Shingai Marange,Services,Bulawayo,122953.13,0,93.73,0.1464,8500.34,0,0.0
ZIM-TEST-301094,Tatenda Zhou,Services,Harare,38844.46,4,79.54,0.121,7094.62,1,3.0
ZIM-TEST-301095,Tendai Mpofu,Services,Masvingo,103081.9,2,96.7,0.1286,9251.94,1,0.0
ZIM-TEST-301096,Chipo Zhou,Retail,Bulawayo,44402.3,0,83.22,0.1467,2530.01,0,0.0
ZIM-TEST-301097,Tendai Musoni,Agriculture,Bulawayo,80792.24,1,86.73,0.1336,12030.12,0,0.0
ZIM-TEST-301098,Shingai Mapfumo,Agriculture,Masvingo,14670.11,1,99.4,0.1224,80.55,0,0.0
ZIM-TEST-301099,Sekai Musoni,Retail,Manicaland,26507.53,2,72.05,0.156,2605.46,0,0.0
ZIM-TEST-301100,Kumbirai Sibanda,Mining,Harare,76116.61,1,70.82,0.1348,5250.7,1,0.0
ZIM-TEST-301101,Munyaradzi Moyo,Agriculture,Harare,56947.83,1,74.0,0.1053,2872.48,2,0.0
ZIM-TEST-301102,Tatenda Mapfumo,Mining,Manicaland,195376.67,1,89.42,0.1371,15054.71,1,0.0
ZIM-TEST-301103,Sekai Ncube,Agriculture,Bulawayo,66328.4,3,71.78,0.1596,26780.45,1,61.0
ZIM-TEST-301104,Shingai Musoni,Manufacturing,Midlands,22855.28,1,72.67,0.1214,2706.41,1,1.0
ZIM-TEST-301105,Sekai Zhou,Agriculture,Midlands,103095.22,2,82.26,0.1418,8269.57,0,0.0
ZIM-TEST-301106,Tinashe Ncube,Retail,Midlands,145503.81,0,78.52,0.13,699.16,1,0.0
ZIM-TEST-301107,Takudzwa Mutasa,Retail,Manicaland,154269.06,1,92.19,0.1126,3015.13,0,0.0
ZIM-TEST-301108,Nomsa Zhou,Mining,Harare,242882.73,0,86.1,0.1322,12218.97,0,0.0
ZIM-TEST-301109,Shingai Gara,Agriculture,Bulawayo,159380.03,1,80.8,0.1551,12397.14,0,0.0
ZIM-TEST-301110,Kumbirai Musoni,Agriculture,Harare,38930.34,2,78.76,0.1245,83.12,0,0.0
ZIM-TEST-301111,Nomsa Chirau,Retail,Midlands,57463.47,2,83.34,0.1302,30849.6,0,0.0
ZIM-TEST-301112,Farai Ncube,Manufacturing,Harare,55899.52,0,92.37,0.1406,13662.81,0,0.0
ZIM-TEST-301113,Nomsa Zhou,Services,Masvingo,102724.56,1,71.98,0.1265,5374.07,0,1.0
ZIM-TEST-301114,Tatenda Sibanda,Mining,Midlands,123073.47,2,74.54,0.1205,1011.63,0,1.0
ZIM-TEST-301115,Thandiwe Marange,Agriculture,Mash West,102467.28,2,76.1,0.112,6636.97,0,1.0
ZIM-TEST-301116,Tinashe Mapfumo,Manufacturing,Midlands,51663.43,2,90.8,0.1547,4642.4,0,0.0
ZIM-TEST-301117,Shingai Gumbo,Services,Bulawayo,103984.12,1,70.44,0.1468,3052.82,1,0.0
ZIM-TEST-301118,Thandiwe Moyo,Services,Harare,169024.6,0,84.72,0.11,5026.63,0,0.0
ZIM-TEST-301119,Munyaradzi Moyo,Services,Bulawayo,249451.28,2,89.59,0.1161,28878.07,0,1.0
ZIM-TEST-301120,Shingai Sibanda,Retail,Masvingo,21586.73,0,73.27,0.1246,15935.58,2,0.0
ZIM-TEST-301121,Nyasha Ndlovu,Manufacturing,Harare,178953.53,2,99.19,0.1597,3128.27,0,0.0
ZIM-TEST-301122,Kumbirai Chigumba,Services,Manicaland,52969.81,1,77.18,0.1122,4120.8,0,0.0
ZIM-TEST-301123,Kumbirai Gumbo,Retail,Mash West,148885.77,0,96.74,0.1005,17486.22,0,0.0
ZIM-TEST-301124,Nomsa Gumbo,Mining,Bulawayo,113607.59,0,76.24,0.1041,11043.99,0,0.0
ZIM-TEST-301125,Thandiwe Sibanda,Manufacturing,Mash West,66712.68,4,82.94,0.1565,3336.66,3,2.0
ZIM-TEST-301126,Ruvimbo Sibanda,Tourism,Manicaland,251619.65,1,90.63,0.1467,1649.84,1,0.0
ZIM-TEST-301127,Takudzwa Gumbo,Services,Bulawayo,62555.58,1,99.31,0.1561,18214.28,0,0.0
ZIM-TEST-301128,Farai Marange,Agriculture,Mash West,235783.6,2,99.31,0.1126,39444.67,0,1.0
ZIM-TEST-301129,Munyaradzi Gumbo,Retail,Masvingo,45305.05,0,86.25,0.1592,439.42,0,0.0
ZIM-TEST-301130,Munyaradzi Ndlovu,Mining,Bulawayo,114027.2,2,70.86,0.1335,31427.26,0,1.0
ZIM-TEST-301131,Nomsa Moyo,Tourism,Manicaland,137936.08,0,80.28,0.1534,10374.98,0,0.0
ZIM-TEST-301132,Thandiwe Gara,Retail,Manicaland,101709.83,3,92.82,0.1566,1177.12,1,0.0
ZIM-TEST-301133,Thandiwe Marange,Services,Manicaland,99215.1,2,78.61,0.1463,8284.25,1,0.0
ZIM-TEST-301134,Munyaradzi Chigumba,Mining,Harare,294771.43,0,77.5,0.1389,1439.32,1,0.0
ZIM-TEST-301135,Blessing Mutasa,Agriculture,Midlands,88363.61,1,94.63,0.1427,7778.29,0,0.0
ZIM-TEST-301136,Blessing Ndlovu,Manufacturing,Harare,132662.53,0,79.26,0.1283,860.0,1,0.0
ZIM-TEST-301137,Tatenda Mpofu,Services,Manicaland,30671.06,3,90.88,0.1548,12826.93,0,0.0
ZIM-TEST-301138,Blessing Mapfumo,Services,Midlands,29327.2,1,83.16,0.1051,653.09,1,0.0
ZIM-TEST-301139,Tendai Mutasa,Mining,Manicaland,133998.35,1,85.54,0.146,5216.21,2,0.0
ZIM-TEST-301140,Kumbirai Mpofu,Retail,Midlands,34281.44,0,91.18,0.1267,12581.84,0,0.0
ZIM-TEST-301141,Tatenda Moyo,Tourism,Mash West,83537.2,1,84.79,0.1228,2766.04,0,0.0
ZIM-TEST-301142,Nyasha Chigumba,Tourism,Masvingo,20978.81,0,75.48,0.125,16101.72,0,0.0
ZIM-TEST-301143,Blessing Zhou,Manufacturing,Manicaland,57467.56,1,87.77,0.1599,26968.74,0,0.0
ZIM-TEST-301144,Takudzwa Ncube,Retail,Midlands,46265.11,1,99.81,0.1358,4592.78,0,0.0
ZIM-TEST-301145,Sekai Mpofu,Services,Bulawayo,40778.45,0,91.19,0.1532,9582.37,0,0.0
ZIM-TEST-301146,Kumbirai Zhou,Services,Masvingo,41432.89,1,87.87,0.1245,10881.71,0,0.0
ZIM-TEST-301147,Tinashe Mpofu,Tourism,Midlands,54346.52,2,97.01,0.1098,4791.43,0,0.0
ZIM-TEST-301148,Blessing Ndlovu,Tourism,Manicaland,29386.55,1,95.22,0.1307,4667.76,0,0.0
ZIM-TEST-301149,Chipo Moyo,Manufacturing,Bulawayo,148712.24,0,82.18,0.1359,1760.15,1,0.0
ZIM-TEST-301150,Kumbirai Gara,Agriculture,Midlands,107035.0,3,75.98,0.1141,21821.89,0,1.0
ZIM-TEST-301151,Blessing Gara,Manufacturing,Masvingo,146396.65,2,95.42,0.1588,700.48,0,0.0
ZIM-TEST-301152,Chipo Ndlovu,Mining,Midlands,43343.35,3,80.18,0.151,4420.81,1,0.0
ZIM-TEST-301153,Kumbirai Marange,Tourism,Masvingo,34558.07,0,90.4,0.1099,2440.63,0,0.0
ZIM-TEST-301154,Blessing Gumbo,Services,Manicaland,111316.48,2,75.73,0.1453,17295.65,0,0.0
ZIM-TEST-301155,Tatenda Musoni,Manufacturing,Harare,59116.46,2,87.32,0.1505,20992.84,0,0.0
ZIM-TEST-301156,Chipo Marange,Manufacturing,Harare,57189.6,0,87.41,0.1561,4939.69,0,0.0
ZIM-TEST-301157,Thandiwe Marange,Services,Bulawayo,54726.0,1,71.94,0.1457,26806.17,1,2.0
ZIM-TEST-301158,Nyasha Marange,Mining,Mash West,157602.94,1,89.2,0.1487,618.76,0,0.0
ZIM-TEST-301159,Farai Chigumba,Tourism,Harare,132743.14,1,94.93,0.1583,24969.11,2,0.0
ZIM-TEST-301160,Shingai Ncube,Retail,Manicaland,184349.17,1,88.29,0.1351,22327.33,0,0.0
ZIM-TEST-301161,Tinashe Marange,Retail,Mash West,77951.13,0,84.87,0.128,3620.47,0,0.0
ZIM-TEST-301162,Tinashe Moyo,Mining,Masvingo,23388.0,3,82.78,0.1178,27587.55,1,0.0
ZIM-TEST-301163,Farai Mpofu,Manufacturing,Bulawayo,117510.23,1,91.52,0.1498,9485.31,0,0.0
ZIM-TEST-301164,Thandiwe Gumbo,Retail,Manicaland,186304.1,3,97.82,0.1024,16919.47,0,0.0
ZIM-TEST-301165,Blessing Ndlovu,Tourism,Masvingo,124366.55,1,86.28,0.1135,426.42,0,0.0
ZIM-TEST-301166,Tendai Mpofu,Manufacturing,Mash West,123243.71,3,86.86,0.1247,1944.35,0,0.0
ZIM-TEST-301167,Blessing Zhou,Mining,Midlands,166492.57,2,85.28,0.1149,20386.29,0,0.0
ZIM-TEST-301168,Sekai Mapfumo,Agriculture,Midlands,90361.42,2,72.65,0.1233,11745.27,0,0.0
ZIM-TEST-301169,Ruvimbo Marange,Tourism,Mash West,105511.18,1,91.27,0.1555,27.71,0,0.0
ZIM-TEST-301170,Takudzwa Gara,Agriculture,Bulawayo,61608.2,3,78.22,0.1293,1971.24,0,0.0
ZIM-TEST-301171,Ruvimbo Marange,Manufacturing,Manicaland,158908.33,2,97.22,0.1429,7915.07,0,0.0
ZIM-TEST-301172,Munyaradzi Chirau,Manufacturing,Masvingo,112834.81,0,72.16,0.1362,4427.19,0,0.0
ZIM-TEST-301173,Sekai Chirau,Retail,Masvingo,22758.83,2,99.72,0.1036,13774.17,0,0.0
ZIM-TEST-301174,Tatenda Mapfumo,Agriculture,Harare,41266.16,1,74.04,0.1197,5888.93,3,0.0
ZIM-TEST-301175,Ruvimbo Ncube,Agriculture,Manicaland,93892.57,1,75.82,0.1382,1193.4,0,1.0
ZIM-TEST-301176,Sekai Zhou,Retail,Bulawayo,131167.5,3,92.8,0.1244,1104.16,0,0.0
ZIM-TEST-301177,Ruvimbo Gara,Manufacturing,Masvingo,78404.85,3,70.18,0.1141,5876.62,0,91.0
ZIM-TEST-301178,Farai Moyo,Agriculture,Midlands,254927.14,0,87.99,0.1491,1259.25,0,0.0
ZIM-TEST-301179,Kumbirai Mutasa,Tourism,Mash West,58722.46,2,79.95,0.1373,5749.08,0,0.0
ZIM-TEST-301180,Blessing Gumbo,Retail,Mash West,71439.2,1,97.89,0.1231,4752.46,1,0.0
ZIM-TEST-301181,Tatenda Chigumba,Retail,Manicaland,118176.82,1,95.29,0.1074,600.23,0,0.0
ZIM-TEST-301182,Blessing Chirau,Services,Manicaland,67874.39,0,82.09,0.1084,785.89,0,0.0
ZIM-TEST-301183,Tinashe Chirau,Manufacturing,Midlands,52234.08,1,83.18,0.119,1123.44,0,0.0
ZIM-TEST-301184,Nomsa Gumbo,Retail,Bulawayo,200330.35,0,80.86,0.1443,120.9,0,0.0
ZIM-TEST-301185,Nyasha Gara,Manufacturing,Mash West,77937.21,1,76.91,0.1064,13235.57,0,0.0
ZIM-TEST-301186,Takudzwa Gumbo,Manufacturing,Masvingo,38860.17,0,88.72,0.1064,14874.76,1,0.0
